name,rmsd_start,rmsd_end,plddt,ptm,rmsd_constraint,langevin,single_state_plddt,single_state_rmsd,curvature_mean,curvature_max,U,-PLL
5KPE_2_2_5_id21,1.2018846273422241,1.3112292289733887,90.31611111111113,0.76,2,2,94.38935185185184,0.7625590562820435,20.67701,68.1722,-225.8978576660156,2.4741369176793984
5KPE_2_2_5_id22,1.4406739473342896,1.3595845699310303,91.07055555555556,0.78,2,2,94.38935185185184,0.7625590562820435,20.67701,68.1722,-224.46023559570312,2.4373231110749423
5KPE_2_2_5_id23,1.2228400707244873,1.099116563796997,88.59425925925927,0.73,2,2,94.38935185185184,0.7625590562820435,20.67701,68.1722,-226.87063598632807,2.412458066587095
5KPE_2_2_5_id3,1.5212894678115845,1.1435374021530151,90.76842592592592,0.76,2,2,94.38935185185184,0.7625590562820435,20.67701,68.1722,-227.1524658203125,2.3596058598271124
5KPE_2_2_5_id4,1.5470061302185059,1.1940897703170776,89.99129629629627,0.78,2,2,94.38935185185184,0.7625590562820435,20.67701,68.1722,-225.00962829589844,2.580019067834925
5KPE_2_2_5_id5,1.5986822843551636,1.473999261856079,91.13898148148148,0.77,2,2,94.38935185185184,0.7625590562820435,20.67701,68.1722,-224.0701446533203,2.514684041341146
5KPE_2_2_5_id6,1.4092074632644653,1.2868874073028564,92.06009259259255,0.81,2,2,94.38935185185184,0.7625590562820435,20.67701,68.1722,-227.08367919921875,2.3777234112774885
5KPE_2_2_5_id7,1.2624813318252563,1.21177339553833,90.1126851851852,0.74,2,2,94.38935185185184,0.7625590562820435,20.67701,68.1722,-223.43215942382807,2.3245838306568287
5KPE_2_2_5_id8,1.637768268585205,1.117659568786621,91.38898148148148,0.78,2,2,94.38935185185184,0.7625590562820435,20.67701,68.1722,-224.2484436035156,2.2980009008336952
5KPE_2_2_5_id9,1.628214955329895,1.1198748350143433,89.13101851851853,0.75,2,2,94.38935185185184,0.7625590562820435,20.67701,68.1722,-224.0973358154297,2.40118153889974
